Day_of_Week,Age_of_Driver,Sex,Educational_Level,Vehicle_Driver,Driving_Experience,Speed_Limit,Weather,Road_Light_Conditions,Road_Surface_Conditions,Cause_of_Accident,Accident_Severity
Saturday,68,Male,Secondary,Motorcycle,6,70,Fog,Daylight,Ice,Mechanical Failure,Serious Injury
Tuesday,41,Female,Illiterate,Automobile,5,30,Clear,Night,Snow,Weather,Slight Injury
Friday,52,Female,Primary,Bus,7,40,Fog,Night,Dry,Overspeed,Serious Injury
Tuesday,41,Male,Primary,Motorcycle,12,80,Rain,Daylight,Ice,Mechanical Failure,Serious Injury
Saturday,34,Male,Secondary,Automobile,4,50,Clear,Night,Dry,Distracted,Slight Injury
Wednesday,22,Female,Illiterate,Taxi,1,70,Cloudy,Night,Wet,Fatigue,Fatal Injury
Wednesday,37,Male,Secondary,Lorry,8,80,Rain,Twilight,Snow,Fatigue,Serious Injury
Sunday,38,Male,Illiterate,Bus,29,50,Cloudy,Night,Dry,Weather,Slight Injury
Wednesday,57,Female,Illiterate,Bus,10,100,Clear,Daylight,Dry,Weather,Slight Injury
Sunday,48,Male,Tertiary,Bus,23,100,Cloudy,Twilight,Ice,Weather,Serious Injury
Sunday,63,Female,Tertiary,Lorry,5,80,Rain,Daylight,Dry,Mechanical Failure,Serious Injury
Saturday,53,Male,Tertiary,Automobile,28,40,Fog,Night,Dry,Overspeed,Serious Injury
Wednesday,28,Female,Secondary,Motorcycle,25,70,Cloudy,Twilight,Wet,Drunk Driving,Serious Injury
Sunday,69,Male,Tertiary,Automobile,6,70,Rain,Twilight,Snow,Fatigue,Serious Injury
Thursday,32,Female,Tertiary,Motorcycle,24,100,Rain,Twilight,Ice,Drunk Driving,Fatal Injury
Friday,36,Female,Primary,Bus,6,50,Clear,Twilight,Ice,Fatigue,Slight Injury
Tuesday,24,Female,Illiterate,Automobile,18,80,Rain,Daylight,Dry,Weather,Serious Injury
Tuesday,68,Female,Illiterate,Bus,5,40,Fog,Night,Wet,Overspeed,Serious Injury
Saturday,45,Male,Tertiary,Taxi,10,30,Fog,Night,Dry,Overspeed,Serious Injury
Wednesday,68,Male,Illiterate,Bus,28,70,Cloudy,Twilight,Dry,Fatigue,Slight Injury
Wednesday,60,Female,Primary,Bus,10,30,Cloudy,Night,Ice,Mechanical Failure,Slight Injury
Sunday,22,Male,Primary,Motorcycle,6,40,Cloudy,Daylight,Dry,Weather,Slight Injury
Monday,22,Male,Tertiary,Taxi,1,100,Cloudy,Night,Dry,Overspeed,Fatal Injury
Sunday,47,Male,Primary,Bus,18,70,Fog,Daylight,Wet,Overspeed,Fatal Injury
Friday,49,Male,Illiterate,Bus,3,70,Clear,Daylight,Ice,Distracted,Serious Injury
Thursday,25,Male,Secondary,Taxi,25,80,Cloudy,Night,Snow,Overspeed,Serious Injury
Tuesday,27,Female,Illiterate,Taxi,5,30,Clear,Daylight,Wet,Distracted,Slight Injury
Sunday,55,Female,Secondary,Automobile,16,100,Rain,Daylight,Wet,Overspeed,Fatal Injury
Monday,64,Female,Tertiary,Motorcycle,24,80,Rain,Daylight,Wet,Overspeed,Fatal Injury
Monday,49,Female,Secondary,Taxi,4,60,Cloudy,Daylight,Ice,Mechanical Failure,Slight Injury
Sunday,65,Male,Primary,Taxi,28,30,Rain,Twilight,Dry,Mechanical Failure,Slight Injury
Saturday,45,Male,Illiterate,Lorry,27,30,Clear,Night,Snow,Weather,Slight Injury
Tuesday,34,Female,Secondary,Taxi,29,60,Clear,Twilight,Ice,Overspeed,Serious Injury
Saturday,48,Male,Illiterate,Motorcycle,6,40,Rain,Daylight,Dry,Weather,Slight Injury
Thursday,25,Male,Tertiary,Bus,8,40,Cloudy,Night,Wet,Weather,Slight Injury
Monday,57,Female,Tertiary,Bus,24,70,Clear,Daylight,Ice,Weather,Serious Injury
Monday,42,Male,Primary,Bus,0,50,Clear,Night,Dry,Weather,Slight Injury
Friday,26,Female,Tertiary,Bus,0,80,Fog,Twilight,Snow,Fatigue,Fatal Injury
Thursday,19,Female,Secondary,Lorry,18,50,Cloudy,Night,Snow,Fatigue,Slight Injury
Monday,32,Male,Tertiary,Taxi,5,70,Fog,Daylight,Dry,Overspeed,Serious Injury
Thursday,67,Male,Primary,Bus,17,50,Rain,Night,Ice,Fatigue,Slight Injury
Tuesday,20,Female,Illiterate,Automobile,9,30,Rain,Night,Wet,Overspeed,Serious Injury
Wednesday,66,Female,Illiterate,Bus,27,30,Fog,Twilight,Dry,Mechanical Failure,Slight Injury
Monday,53,Male,Tertiary,Taxi,10,60,Cloudy,Daylight,Wet,Drunk Driving,Serious Injury
Friday,21,Female,Secondary,Bus,0,60,Clear,Night,Snow,Distracted,Serious Injury
Tuesday,31,Female,Primary,Lorry,0,70,Rain,Twilight,Dry,Fatigue,Serious Injury
Sunday,58,Female,Secondary,Motorcycle,12,70,Cloudy,Night,Snow,Fatigue,Serious Injury
Thursday,58,Male,Primary,Motorcycle,4,100,Cloudy,Daylight,Wet,Mechanical Failure,Serious Injury
Sunday,42,Female,Tertiary,Taxi,19,70,Rain,Night,Wet,Fatigue,Serious Injury
Saturday,67,Male,Primary,Motorcycle,0,30,Rain,Night,Dry,Overspeed,Serious Injury
Tuesday,27,Female,Primary,Motorcycle,19,50,Cloudy,Night,Dry,Overspeed,Slight Injury
Sunday,38,Male,Tertiary,Automobile,2,80,Clear,Night,Dry,Drunk Driving,Fatal Injury
Monday,53,Female,Secondary,Taxi,17,100,Fog,Daylight,Snow,Drunk Driving,Fatal Injury
Thursday,29,Male,Tertiary,Taxi,8,100,Rain,Twilight,Wet,Drunk Driving,Fatal Injury
Wednesday,44,Male,Primary,Motorcycle,13,100,Fog,Twilight,Wet,Overspeed,Fatal Injury
Tuesday,57,Male,Tertiary,Motorcycle,26,70,Cloudy,Night,Snow,Weather,Serious Injury
Monday,19,Female,Primary,Motorcycle,16,70,Fog,Daylight,Dry,Weather,Serious Injury
Friday,30,Female,Tertiary,Lorry,22,30,Clear,Daylight,Ice,Drunk Driving,Serious Injury
Saturday,49,Female,Illiterate,Bus,13,80,Cloudy,Daylight,Dry,Drunk Driving,Serious Injury
Thursday,48,Male,Illiterate,Lorry,28,30,Clear,Daylight,Ice,Overspeed,Serious Injury
Tuesday,33,Female,Tertiary,Taxi,3,80,Cloudy,Daylight,Ice,Mechanical Failure,Serious Injury
Tuesday,49,Male,Secondary,Automobile,4,30,Clear,Daylight,Snow,Fatigue,Slight Injury
Wednesday,49,Female,Primary,Bus,25,50,Cloudy,Night,Wet,Distracted,Slight Injury
Wednesday,51,Male,Illiterate,Automobile,20,70,Clear,Twilight,Wet,Weather,Serious Injury
Friday,28,Male,Secondary,Taxi,16,40,Cloudy,Twilight,Wet,Weather,Slight Injury
Saturday,27,Male,Primary,Taxi,21,40,Clear,Night,Wet,Overspeed,Serious Injury
Friday,32,Female,Illiterate,Automobile,28,70,Cloudy,Twilight,Snow,Overspeed,Serious Injury
Monday,34,Female,Illiterate,Automobile,24,100,Clear,Daylight,Ice,Distracted,Serious Injury
Monday,57,Female,Tertiary,Automobile,1,70,Rain,Daylight,Wet,Distracted,Fatal Injury
Friday,35,Male,Primary,Taxi,22,70,Fog,Twilight,Ice,Drunk Driving,Fatal Injury
Saturday,26,Male,Secondary,Motorcycle,21,70,Cloudy,Daylight,Snow,Distracted,Serious Injury
Friday,42,Female,Secondary,Automobile,4,100,Clear,Daylight,Dry,Fatigue,Slight Injury
Saturday,57,Female,Secondary,Bus,3,80,Rain,Twilight,Snow,Fatigue,Serious Injury
Saturday,31,Female,Primary,Taxi,3,50,Cloudy,Night,Wet,Weather,Slight Injury
Sunday,42,Male,Secondary,Lorry,5,40,Cloudy,Twilight,Dry,Fatigue,Slight Injury
Thursday,67,Male,Secondary,Lorry,19,60,Cloudy,Twilight,Snow,Fatigue,Slight Injury
Saturday,39,Male,Secondary,Bus,20,40,Fog,Twilight,Snow,Fatigue,Slight Injury
Wednesday,69,Male,Tertiary,Motorcycle,12,40,Clear,Twilight,Ice,Drunk Driving,Serious Injury
Saturday,47,Male,Tertiary,Automobile,21,100,Clear,Night,Snow,Weather,Serious Injury
Saturday,37,Female,Primary,Taxi,4,30,Cloudy,Night,Dry,Overspeed,Slight Injury
Saturday,38,Male,Primary,Automobile,22,70,Cloudy,Daylight,Snow,Weather,Serious Injury
Sunday,61,Male,Secondary,Taxi,24,70,Cloudy,Daylight,Wet,Weather,Serious Injury
Sunday,49,Male,Tertiary,Lorry,25,70,Rain,Twilight,Ice,Weather,Serious Injury
Monday,68,Male,Illiterate,Automobile,22,30,Cloudy,Daylight,Dry,Distracted,Slight Injury
Sunday,63,Male,Illiterate,Bus,6,100,Fog,Night,Dry,Overspeed,Serious Injury
Wednesday,66,Female,Secondary,Motorcycle,19,50,Clear,Daylight,Snow,Distracted,Slight Injury
Wednesday,38,Male,Secondary,Bus,0,50,Fog,Daylight,Wet,Drunk Driving,Fatal Injury
Sunday,52,Male,Tertiary,Motorcycle,13,100,Cloudy,Daylight,Ice,Drunk Driving,Serious Injury
Friday,49,Male,Tertiary,Automobile,23,60,Rain,Twilight,Dry,Mechanical Failure,Slight Injury
Thursday,47,Female,Tertiary,Automobile,3,50,Cloudy,Daylight,Ice,Mechanical Failure,Slight Injury
Sunday,56,Female,Primary,Motorcycle,16,100,Cloudy,Night,Snow,Drunk Driving,Serious Injury
Saturday,66,Female,Primary,Lorry,20,50,Cloudy,Night,Wet,Drunk Driving,Serious Injury
Tuesday,29,Male,Secondary,Taxi,13,70,Cloudy,Night,Snow,Distracted,Serious Injury
Thursday,58,Female,Primary,Bus,15,80,Cloudy,Night,Ice,Drunk Driving,Serious Injury
Thursday,64,Male,Tertiary,Bus,13,100,Clear,Daylight,Snow,Overspeed,Serious Injury
Wednesday,35,Male,Tertiary,Bus,15,40,Fog,Twilight,Ice,Distracted,Slight Injury
Thursday,38,Female,Primary,Automobile,23,50,Rain,Night,Dry,Drunk Driving,Serious Injury
Sunday,30,Male,Illiterate,Bus,19,50,Cloudy,Night,Dry,Distracted,Slight Injury
Saturday,38,Male,Secondary,Taxi,28,30,Rain,Twilight,Snow,Distracted,Slight Injury
Saturday,25,Male,Illiterate,Taxi,27,60,Clear,Twilight,Dry,Fatigue,Slight Injury
Monday,63,Female,Secondary,Motorcycle,7,80,Fog,Night,Ice,Mechanical Failure,Serious Injury
Saturday,57,Male,Illiterate,Automobile,23,30,Cloudy,Night,Dry,Distracted,Slight Injury
Saturday,63,Male,Primary,Taxi,2,70,Clear,Twilight,Wet,Weather,Serious Injury
Wednesday,24,Female,Secondary,Lorry,24,40,Clear,Night,Wet,Distracted,Slight Injury
Saturday,40,Male,Secondary,Automobile,18,60,Fog,Night,Snow,Weather,Slight Injury
Monday,61,Male,Secondary,Automobile,0,30,Cloudy,Daylight,Snow,Fatigue,Serious Injury
Tuesday,49,Female,Tertiary,Taxi,1,100,Fog,Twilight,Snow,Drunk Driving,Fatal Injury
Sunday,28,Male,Tertiary,Lorry,14,50,Fog,Daylight,Snow,Distracted,Slight Injury
Wednesday,39,Male,Illiterate,Motorcycle,21,50,Rain,Daylight,Ice,Fatigue,Slight Injury
Tuesday,39,Male,Primary,Taxi,27,60,Rain,Twilight,Ice,Overspeed,Serious Injury
Wednesday,60,Male,Tertiary,Lorry,9,50,Fog,Daylight,Wet,Fatigue,Slight Injury
Friday,42,Male,Secondary,Automobile,17,100,Rain,Night,Ice,Mechanical Failure,Serious Injury
Thursday,39,Female,Tertiary,Lorry,21,30,Clear,Daylight,Dry,Mechanical Failure,Slight Injury
Friday,45,Female,Primary,Automobile,13,30,Fog,Twilight,Wet,Drunk Driving,Serious Injury
Saturday,46,Female,Tertiary,Taxi,16,50,Cloudy,Night,Snow,Weather,Slight Injury
Tuesday,30,Female,Secondary,Taxi,26,50,Cloudy,Night,Snow,Drunk Driving,Serious Injury
Saturday,35,Male,Illiterate,Bus,12,70,Clear,Night,Ice,Weather,Serious Injury
Thursday,19,Male,Secondary,Bus,0,40,Cloudy,Night,Wet,Weather,Serious Injury
Wednesday,46,Male,Primary,Bus,4,60,Cloudy,Daylight,Ice,Weather,Slight Injury
Thursday,38,Male,Illiterate,Taxi,25,30,Fog,Daylight,Ice,Weather,Slight Injury
Monday,32,Male,Tertiary,Motorcycle,12,60,Clear,Night,Ice,Mechanical Failure,Slight Injury
Thursday,69,Female,Tertiary,Taxi,26,70,Fog,Twilight,Wet,Mechanical Failure,Serious Injury
Monday,44,Female,Tertiary,Lorry,24,30,Clear,Night,Snow,Distracted,Slight Injury
Thursday,67,Male,Illiterate,Taxi,13,70,Fog,Daylight,Dry,Mechanical Failure,Serious Injury
Sunday,48,Male,Secondary,Taxi,23,70,Fog,Night,Snow,Drunk Driving,Fatal Injury
Monday,32,Male,Illiterate,Automobile,2,80,Rain,Daylight,Wet,Mechanical Failure,Fatal Injury
Tuesday,68,Female,Illiterate,Automobile,14,50,Cloudy,Night,Snow,Drunk Driving,Serious Injury
Saturday,40,Male,Primary,Automobile,18,100,Clear,Twilight,Snow,Overspeed,Serious Injury
Saturday,41,Male,Illiterate,Taxi,16,80,Cloudy,Night,Dry,Mechanical Failure,Slight Injury
Friday,61,Male,Tertiary,Motorcycle,29,60,Rain,Twilight,Snow,Drunk Driving,Serious Injury
Saturday,30,Female,Secondary,Lorry,2,100,Clear,Twilight,Snow,Weather,Serious Injury
Wednesday,39,Male,Secondary,Lorry,15,60,Rain,Night,Snow,Fatigue,Slight Injury
Sunday,60,Female,Secondary,Motorcycle,13,50,Cloudy,Twilight,Ice,Weather,Slight Injury
Thursday,54,Female,Tertiary,Motorcycle,11,100,Fog,Twilight,Wet,Distracted,Serious Injury
Friday,50,Female,Tertiary,Lorry,27,80,Rain,Daylight,Wet,Drunk Driving,Fatal Injury
Wednesday,20,Female,Tertiary,Bus,11,60,Rain,Daylight,Dry,Weather,Slight Injury
Wednesday,36,Female,Tertiary,Automobile,28,80,Fog,Twilight,Ice,Mechanical Failure,Serious Injury
Monday,40,Female,Tertiary,Automobile,10,50,Cloudy,Night,Ice,Mechanical Failure,Slight Injury
Saturday,46,Male,Illiterate,Lorry,16,100,Rain,Twilight,Snow,Overspeed,Fatal Injury
Tuesday,47,Male,Tertiary,Motorcycle,7,100,Cloudy,Night,Wet,Fatigue,Serious Injury
Tuesday,56,Male,Tertiary,Bus,16,30,Fog,Daylight,Dry,Drunk Driving,Serious Injury
Friday,61,Female,Tertiary,Lorry,20,70,Clear,Night,Ice,Weather,Serious Injury
Sunday,64,Male,Tertiary,Automobile,24,70,Rain,Twilight,Snow,Fatigue,Serious Injury
Tuesday,42,Female,Secondary,Taxi,22,80,Cloudy,Twilight,Dry,Overspeed,Serious Injury
Thursday,54,Female,Tertiary,Motorcycle,19,100,Fog,Twilight,Ice,Distracted,Serious Injury
Tuesday,64,Female,Illiterate,Taxi,10,60,Fog,Twilight,Dry,Fatigue,Slight Injury
Friday,25,Male,Illiterate,Lorry,24,80,Rain,Twilight,Ice,Overspeed,Fatal Injury
Tuesday,59,Female,Illiterate,Automobile,24,80,Clear,Night,Dry,Drunk Driving,Serious Injury
Thursday,33,Female,Primary,Bus,1,40,Rain,Twilight,Ice,Distracted,Serious Injury
Monday,25,Male,Secondary,Taxi,9,100,Cloudy,Daylight,Ice,Mechanical Failure,Serious Injury
Sunday,18,Male,Tertiary,Bus,9,70,Fog,Twilight,Dry,Overspeed,Fatal Injury
Friday,61,Female,Primary,Automobile,10,100,Clear,Night,Ice,Mechanical Failure,Serious Injury
Monday,22,Female,Tertiary,Taxi,27,50,Cloudy,Twilight,Ice,Distracted,Slight Injury
Monday,20,Male,Primary,Bus,5,80,Rain,Twilight,Ice,Overspeed,Fatal Injury
Monday,18,Male,Primary,Bus,3,40,Fog,Night,Dry,Overspeed,Serious Injury
Wednesday,21,Male,Illiterate,Taxi,23,40,Rain,Twilight,Dry,Distracted,Slight Injury
Sunday,57,Female,Illiterate,Automobile,11,70,Clear,Night,Ice,Drunk Driving,Serious Injury
Saturday,52,Male,Primary,Bus,10,70,Clear,Twilight,Ice,Overspeed,Serious Injury
Sunday,49,Male,Illiterate,Lorry,22,70,Clear,Daylight,Dry,Distracted,Slight Injury
Wednesday,59,Male,Primary,Taxi,22,50,Clear,Twilight,Snow,Fatigue,Slight Injury
Saturday,51,Female,Secondary,Motorcycle,26,40,Clear,Night,Ice,Mechanical Failure,Slight Injury
Sunday,60,Male,Illiterate,Motorcycle,25,60,Rain,Daylight,Snow,Overspeed,Serious Injury
Monday,42,Male,Illiterate,Automobile,24,50,Clear,Night,Dry,Fatigue,Slight Injury
Friday,27,Male,Illiterate,Lorry,12,30,Clear,Twilight,Ice,Overspeed,Serious Injury
Saturday,38,Male,Secondary,Bus,4,80,Fog,Daylight,Snow,Drunk Driving,Fatal Injury
Thursday,63,Male,Primary,Motorcycle,5,70,Clear,Night,Dry,Distracted,Slight Injury
Thursday,56,Female,Tertiary,Automobile,0,40,Fog,Daylight,Snow,Overspeed,Fatal Injury
Tuesday,44,Female,Illiterate,Lorry,5,80,Fog,Daylight,Wet,Distracted,Serious Injury
Saturday,44,Female,Primary,Lorry,17,100,Fog,Night,Dry,Weather,Serious Injury
Friday,19,Male,Secondary,Automobile,21,50,Rain,Daylight,Wet,Overspeed,Serious Injury
Wednesday,58,Female,Tertiary,Automobile,8,30,Rain,Night,Dry,Drunk Driving,Serious Injury
Monday,65,Female,Illiterate,Bus,23,100,Cloudy,Daylight,Dry,Drunk Driving,Serious Injury
Tuesday,30,Female,Secondary,Automobile,24,50,Cloudy,Daylight,Ice,Fatigue,Slight Injury
Thursday,26,Male,Secondary,Bus,28,50,Fog,Daylight,Wet,Drunk Driving,Serious Injury
Wednesday,69,Male,Tertiary,Bus,14,60,Rain,Twilight,Wet,Distracted,Slight Injury
Wednesday,53,Female,Primary,Taxi,25,80,Clear,Twilight,Wet,Weather,Serious Injury
Monday,39,Female,Illiterate,Lorry,7,60,Cloudy,Night,Dry,Drunk Driving,Slight Injury
Saturday,59,Male,Illiterate,Lorry,18,50,Rain,Daylight,Wet,Overspeed,Serious Injury
Thursday,43,Male,Primary,Lorry,23,30,Clear,Night,Wet,Drunk Driving,Serious Injury
Friday,29,Female,Primary,Taxi,15,40,Clear,Twilight,Ice,Weather,Slight Injury
Wednesday,34,Male,Primary,Bus,5,40,Rain,Twilight,Snow,Distracted,Slight Injury
Monday,31,Female,Tertiary,Bus,28,100,Cloudy,Twilight,Snow,Overspeed,Serious Injury
Friday,31,Male,Tertiary,Automobile,5,80,Rain,Twilight,Wet,Fatigue,Serious Injury
Saturday,51,Female,Illiterate,Taxi,21,70,Cloudy,Night,Wet,Fatigue,Serious Injury
Thursday,37,Female,Tertiary,Automobile,2,70,Fog,Daylight,Wet,Fatigue,Fatal Injury
Saturday,28,Male,Secondary,Taxi,9,40,Rain,Night,Wet,Overspeed,Serious Injury
Wednesday,33,Female,Illiterate,Automobile,0,50,Rain,Daylight,Snow,Fatigue,Serious Injury
Friday,68,Female,Tertiary,Motorcycle,27,50,Cloudy,Twilight,Ice,Drunk Driving,Serious Injury
Friday,48,Female,Primary,Lorry,13,60,Cloudy,Daylight,Dry,Overspeed,Slight Injury
Friday,23,Male,Secondary,Lorry,3,80,Rain,Twilight,Wet,Overspeed,Fatal Injury
Wednesday,36,Male,Primary,Bus,25,60,Clear,Night,Wet,Overspeed,Serious Injury
Wednesday,54,Male,Illiterate,Motorcycle,11,70,Clear,Daylight,Snow,Mechanical Failure,Serious Injury
Saturday,21,Female,Primary,Lorry,5,40,Clear,Night,Wet,Distracted,Slight Injury
Tuesday,64,Male,Tertiary,Bus,10,100,Fog,Twilight,Ice,Mechanical Failure,Serious Injury
Saturday,21,Female,Tertiary,Motorcycle,11,50,Fog,Night,Ice,Mechanical Failure,Serious Injury
Thursday,37,Female,Illiterate,Lorry,9,40,Cloudy,Twilight,Wet,Mechanical Failure,Slight Injury
Monday,27,Male,Primary,Automobile,17,30,Fog,Twilight,Snow,Distracted,Slight Injury
Friday,41,Male,Illiterate,Taxi,6,40,Clear,Twilight,Wet,Mechanical Failure,Slight Injury
Tuesday,52,Female,Primary,Motorcycle,6,30,Rain,Night,Wet,Fatigue,Slight Injury
Monday,43,Female,Secondary,Bus,10,60,Fog,Night,Snow,Overspeed,Serious Injury
Tuesday,54,Male,Tertiary,Motorcycle,3,60,Fog,Daylight,Ice,Overspeed,Serious Injury
Sunday,55,Male,Illiterate,Bus,19,70,Clear,Daylight,Dry,Drunk Driving,Serious Injury
Saturday,38,Male,Secondary,Motorcycle,0,40,Fog,Night,Wet,Weather,Serious Injury
Wednesday,57,Female,Secondary,Bus,12,40,Cloudy,Night,Ice,Fatigue,Slight Injury
Friday,56,Female,Illiterate,Lorry,17,30,Rain,Night,Wet,Distracted,Slight Injury
Saturday,38,Female,Illiterate,Automobile,8,60,Clear,Night,Dry,Weather,Slight Injury
Monday,27,Female,Secondary,Lorry,25,30,Cloudy,Twilight,Snow,Overspeed,Serious Injury
Sunday,55,Female,Primary,Automobile,23,60,Clear,Twilight,Ice,Mechanical Failure,Slight Injury
Sunday,63,Male,Secondary,Lorry,23,30,Cloudy,Twilight,Dry,Drunk Driving,Slight Injury
Sunday,21,Male,Illiterate,Lorry,8,60,Rain,Night,Wet,Drunk Driving,Serious Injury
Monday,62,Female,Secondary,Motorcycle,22,30,Rain,Twilight,Dry,Overspeed,Serious Injury
Monday,37,Female,Primary,Taxi,28,100,Cloudy,Twilight,Ice,Fatigue,Serious Injury
Monday,34,Male,Tertiary,Bus,8,60,Cloudy,Daylight,Snow,Weather,Slight Injury
Monday,24,Male,Tertiary,Bus,9,80,Cloudy,Daylight,Wet,Drunk Driving,Fatal Injury
Sunday,21,Male,Secondary,Bus,27,30,Cloudy,Twilight,Snow,Overspeed,Serious Injury
Sunday,46,Male,Primary,Automobile,1,40,Cloudy,Twilight,Snow,Fatigue,Serious Injury
Tuesday,31,Female,Tertiary,Bus,5,70,Cloudy,Twilight,Dry,Overspeed,Serious Injury
Saturday,20,Male,Secondary,Bus,14,80,Rain,Night,Dry,Overspeed,Fatal Injury
Friday,41,Female,Secondary,Motorcycle,2,80,Cloudy,Daylight,Ice,Fatigue,Serious Injury
Wednesday,54,Male,Primary,Lorry,10,30,Fog,Daylight,Ice,Fatigue,Slight Injury
Sunday,33,Male,Illiterate,Bus,5,70,Rain,Daylight,Snow,Fatigue,Serious Injury
Wednesday,69,Male,Secondary,Taxi,2,40,Clear,Twilight,Ice,Overspeed,Serious Injury
Saturday,21,Female,Illiterate,Bus,23,80,Rain,Night,Snow,Drunk Driving,Fatal Injury
Saturday,41,Female,Illiterate,Automobile,10,40,Clear,Daylight,Wet,Distracted,Slight Injury
Wednesday,51,Male,Tertiary,Automobile,14,60,Clear,Daylight,Snow,Distracted,Slight Injury
Sunday,47,Female,Illiterate,Automobile,12,100,Fog,Night,Ice,Overspeed,Fatal Injury
Wednesday,35,Female,Primary,Bus,19,70,Cloudy,Twilight,Ice,Overspeed,Serious Injury
Tuesday,36,Male,Tertiary,Motorcycle,27,100,Cloudy,Twilight,Snow,Drunk Driving,Serious Injury
Thursday,48,Male,Tertiary,Taxi,9,50,Rain,Daylight,Dry,Fatigue,Slight Injury
Sunday,36,Female,Tertiary,Bus,5,60,Cloudy,Daylight,Snow,Overspeed,Serious Injury
Sunday,66,Female,Secondary,Motorcycle,14,70,Fog,Night,Snow,Mechanical Failure,Serious Injury
Friday,63,Female,Secondary,Motorcycle,24,30,Rain,Daylight,Dry,Fatigue,Slight Injury
Monday,36,Male,Illiterate,Bus,17,100,Rain,Night,Wet,Overspeed,Fatal Injury
Thursday,39,Male,Tertiary,Bus,17,30,Rain,Daylight,Dry,Mechanical Failure,Slight Injury
Saturday,41,Female,Tertiary,Motorcycle,6,40,Cloudy,Daylight,Ice,Weather,Slight Injury
Sunday,62,Male,Primary,Motorcycle,14,80,Cloudy,Daylight,Dry,Drunk Driving,Serious Injury
Wednesday,29,Male,Illiterate,Motorcycle,17,100,Cloudy,Twilight,Ice,Mechanical Failure,Serious Injury
Thursday,47,Female,Primary,Bus,17,50,Rain,Night,Ice,Overspeed,Serious Injury
Friday,55,Female,Illiterate,Motorcycle,19,30,Rain,Night,Snow,Distracted,Slight Injury
Saturday,48,Male,Illiterate,Automobile,8,70,Clear,Twilight,Snow,Overspeed,Serious Injury
Monday,53,Male,Secondary,Bus,23,100,Clear,Twilight,Wet,Distracted,Serious Injury
Monday,36,Female,Secondary,Automobile,1,100,Cloudy,Twilight,Ice,Drunk Driving,Fatal Injury
Friday,65,Male,Primary,Lorry,7,80,Rain,Night,Snow,Drunk Driving,Fatal Injury
Friday,62,Male,Illiterate,Bus,19,80,Cloudy,Daylight,Ice,Fatigue,Serious Injury
Wednesday,53,Female,Tertiary,Lorry,1,70,Cloudy,Twilight,Wet,Fatigue,Serious Injury
Sunday,47,Female,Secondary,Motorcycle,10,80,Clear,Twilight,Ice,Distracted,Serious Injury
Monday,66,Male,Tertiary,Motorcycle,25,30,Fog,Twilight,Wet,Distracted,Slight Injury
Saturday,50,Male,Primary,Taxi,6,70,Cloudy,Daylight,Wet,Drunk Driving,Serious Injury
Thursday,35,Male,Secondary,Motorcycle,5,70,Fog,Daylight,Wet,Mechanical Failure,Serious Injury
Saturday,69,Female,Secondary,Lorry,29,40,Fog,Twilight,Snow,Distracted,Slight Injury
Tuesday,66,Male,Illiterate,Motorcycle,9,50,Rain,Daylight,Dry,Distracted,Slight Injury
Tuesday,45,Male,Primary,Bus,4,100,Rain,Twilight,Dry,Mechanical Failure,Serious Injury
Friday,64,Female,Illiterate,Motorcycle,10,40,Cloudy,Daylight,Snow,Fatigue,Slight Injury
Wednesday,28,Female,Secondary,Taxi,0,50,Clear,Night,Ice,Fatigue,Serious Injury
Tuesday,62,Male,Primary,Motorcycle,1,70,Clear,Night,Snow,Distracted,Serious Injury
Monday,50,Female,Secondary,Lorry,23,100,Cloudy,Daylight,Ice,Fatigue,Serious Injury
Saturday,34,Female,Primary,Lorry,0,80,Cloudy,Night,Wet,Fatigue,Serious Injury
Saturday,23,Male,Secondary,Motorcycle,18,50,Clear,Night,Snow,Weather,Slight Injury
Friday,21,Female,Tertiary,Lorry,1,70,Fog,Night,Dry,Fatigue,Fatal Injury
Sunday,37,Female,Tertiary,Lorry,20,70,Cloudy,Twilight,Ice,Drunk Driving,Serious Injury
Sunday,65,Male,Illiterate,Taxi,19,40,Fog,Daylight,Snow,Overspeed,Serious Injury
Thursday,64,Female,Tertiary,Bus,28,40,Cloudy,Daylight,Snow,Distracted,Slight Injury
Friday,44,Male,Secondary,Taxi,22,80,Cloudy,Daylight,Ice,Distracted,Serious Injury
Thursday,32,Male,Secondary,Automobile,20,60,Fog,Night,Wet,Drunk Driving,Serious Injury
Sunday,23,Female,Tertiary,Taxi,23,30,Fog,Twilight,Wet,Overspeed,Serious Injury
Friday,64,Female,Illiterate,Motorcycle,3,60,Clear,Daylight,Wet,Overspeed,Serious Injury
Friday,31,Female,Tertiary,Bus,11,60,Cloudy,Night,Wet,Drunk Driving,Serious Injury
Friday,28,Male,Primary,Motorcycle,21,100,Rain,Twilight,Ice,Mechanical Failure,Serious Injury
Sunday,56,Female,Primary,Automobile,19,100,Rain,Twilight,Dry,Mechanical Failure,Serious Injury
Thursday,26,Male,Primary,Bus,17,80,Cloudy,Daylight,Snow,Overspeed,Serious Injury
Thursday,43,Female,Tertiary,Lorry,0,100,Cloudy,Daylight,Snow,Mechanical Failure,Serious Injury
Friday,33,Female,Tertiary,Taxi,29,50,Cloudy,Night,Wet,Mechanical Failure,Slight Injury
Tuesday,22,Female,Tertiary,Motorcycle,29,80,Fog,Daylight,Ice,Mechanical Failure,Serious Injury
